CEL_File,GES_Project,GES_Batch,Sex,Use_for_analysis,Sample_Name,Old_Name,MGI_ID,JAX_ID,KStest_D,Autosomal_A_Freq,Autosomal_B_Freq,Autosomal_H_Freq,Autosomal_V_Freq,Autosomal_N_Freq,G2F1_Study,VINO_Paper_Set,HDMI_paper,wild_mice,G2_F1,AXB_BXA,BXD,LXS,A_J_consomics,MSM_consomics,PWD_consomic,Classical,Outbred,F1,Replicated,Wild_derived,NotMusMusculus,NotMusMusculus_1
SNP_mDIV_A7-943_030210,08MA-005.gac,26,F,0,OR3018f19,OR3018f19,#N/A,#N/A,0.03,59%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A8-944_030210,08MA-005.gac,26,F,0,OR3156f12,OR3156f12,#N/A,#N/A,0.03,58%,12%,30%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A9-945_030210,08MA-005.gac,26,F,0,OR3168f20,OR3168f20,#N/A,#N/A,0.02,58%,11%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B1-948_030210,08MA-005.gac,26,F,0,OR5018f101,OR5018f101,#N/A,#N/A,0.03,59%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B10-957_030210,08MA-005.gac,26,F,0,OR5091f103,OR5091f103,#N/A,#N/A,0.04,57%,11%,31%,0.3%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B11-958_030210,08MA-005.gac,26,F,0,OR5443f102,OR5443f102,#N/A,#N/A,0.03,58%,12%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B2-949_030210,08MA-005.gac,26,F,0,OR5454f103,OR5454f103,#N/A,#N/A,0.03,61%,10%,29%,0.1%,0.2%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B3-950_030210,08MA-005.gac,26,F,0,OR3046f14,OR3046f14,#N/A,#N/A,0.02,61%,10%,28%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-951_030210,08MA-005.gac,26,M,0,OR3118m22,OR3118m22,#N/A,#N/A,0.02,55%,12%,32%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-952_030210,08MA-005.gac,26,F,0,OR3415f19,OR3415f19,#N/A,#N/A,0.03,59%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-953_030210,08MA-005.gac,26,M,0,OR3594m16,OR3594m16,#N/A,#N/A,0.02,60%,11%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-954_030210,08MA-005.gac,26,M,0,OR3612m20,OR3612m20,#N/A,#N/A,0.02,62%,10%,28%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-955_030210,08MA-005.gac,26,M,0,OR5046m106,OR5046m106,#N/A,#N/A,0.03,57%,11%,31%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B9-956_030210,08MA-005.gac,26,M,0,OR5087m103,OR5087m103,#N/A,#N/A,0.03,57%,11%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C1-959_030210,08MA-005.gac,26,M,0,OR3091m22,OR3091m22,#N/A,#N/A,0.02,58%,12%,29%,0.3%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C10-968_030210,08MA-005.gac,26,M,0,OR3067m20,OR3067m20,#N/A,#N/A,0.02,61%,9%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C11-969_030210,08MA-005.gac,26,M,0,OR3076m18,OR3076m18,#N/A,#N/A,0.03,62%,9%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C12-970_030210,08MA-005.gac,26,M,0,OR3087m18,OR3087m18,#N/A,#N/A,0.04,60%,10%,29%,0.3%,0.5%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C2-960_030210,08MA-005.gac,26,F,0,OR5019f101,OR5019f101,#N/A,#N/A,0.02,61%,10%,29%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C3-961_030210,08MA-005.gac,26,M,0,OR5156m105,OR5156m105,#N/A,#N/A,0.01,60%,11%,28%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C4-962_030210,08MA-005.gac,26,F,0,OR5181f102,OR5181f102,#N/A,#N/A,0.04,56%,13%,30%,0.4%,0.5%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C5-963_030210,08MA-005.gac,26,M,0,OR5327m104,OR5327m104,#N/A,#N/A,0.07,47%,9%,26%,10.5%,6.9%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C6-964_030210,08MA-005.gac,26,M,0,OR5467m104,OR5467m104,#N/A,#N/A,0.05,53%,13%,29%,3.4%,1.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C7-965_030210,08MA-005.gac,26,F,0,OR5480f101,OR5480f101,#N/A,#N/A,0.04,61%,9%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C8-966_030210,08MA-005.gac,26,F,0,OR5515f103,OR5515f103,#N/A,#N/A,0.04,58%,10%,31%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C9-967_030210,08MA-005.gac,26,M,0,OR3011m19,OR3011m19,#N/A,#N/A,0.03,62%,9%,28%,0.1%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D1-971_030210,08MA-005.gac,26,F,0,OR3118f17,OR3118f17,#N/A,#N/A,0.04,60%,10%,30%,0.1%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D10-980_030210,08MA-005.gac,26,M,0,OR3140m21,OR3140m21,#N/A,#N/A,0.04,54%,12%,33%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D11-981_030210,08MA-005.gac,26,M,0,OR3154m22,OR3154m22,#N/A,#N/A,0.03,65%,8%,27%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D2-972_030210,08MA-005.gac,26,M,0,OR3584m20,OR3584m20,#N/A,#N/A,0.04,58%,10%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D3-973_030210,08MA-005.gac,26,M,0,OR5067m103,OR5067m103,#N/A,#N/A,0.03,57%,13%,30%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D4-974_030210,08MA-005.gac,26,M,0,OR5078m105,OR5078m105,#N/A,#N/A,0.05,58%,11%,30%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D5-975_030210,08MA-005.gac,26,M,0,OR5140m103,OR5140m103,#N/A,#N/A,0.03,62%,8%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D6-976_030210,08MA-005.gac,26,M,0,OR5154m103,OR5154m103,#N/A,#N/A,0.05,56%,10%,33%,0.1%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D7-977_030210,08MA-005.gac,26,M,0,OR5516m104,OR5516m104,#N/A,#N/A,0.03,58%,9%,33%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D8-978_030210,08MA-005.gac,26,M,0,OR5546m104,OR5546m104,#N/A,#N/A,0.03,59%,10%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D9-979_030210,08MA-005.gac,26,M,0,OR5594m106,OR5594m106,#N/A,#N/A,0.04,56%,12%,32%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B10-987_031510,08MA-005.gac,27,M,0,OR3041m19,OR3041m19,#N/A,#N/A,0.03,59%,12%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B11-988_031510,08MA-005.gac,27,M,0,OR3066m20,OR3066m20,#N/A,#N/A,0.04,55%,12%,33%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-982_031510,08MA-005.gac,27,M,0,OR3327m16,OR3327m16,#N/A,#N/A,0.03,58%,12%,29%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-983_031510,08MA-005.gac,27,M,0,OR3370m21,OR3370m21,#N/A,#N/A,0.02,57%,11%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-984_031510,08MA-005.gac,27,F,0,OR3594f15,OR3594f15,#N/A,#N/A,0.03,57%,13%,30%,0.3%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-985_031510,08MA-005.gac,27,M,0,OR5232m105,OR5232m105,#N/A,#N/A,0.03,57%,10%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B9-986_031510,08MA-005.gac,27,M,0,OR5549m104,OR5549m104,#N/A,#N/A,0.03,57%,12%,31%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C1-989_031510,08MA-005.gac,27,F,0,OR3091f17,OR3091f17,#N/A,#N/A,0.03,57%,13%,30%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C10-998_031510,08MA-005.gac,27,F,0,OR5046f101,OR5046f101,#N/A,#N/A,0.02,59%,11%,29%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C11-999_031510,08MA-005.gac,27,M,0,OR5061m106,OR5061m106,#N/A,#N/A,0.03,56%,11%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C12-1000_031510,08MA-005.gac,27,M,0,OR5066m105,OR5066m105,#N/A,#N/A,0.02,61%,9%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C2-990_031510,08MA-005.gac,27,F,0,OR3154f19,OR3154f19,#N/A,#N/A,0.03,62%,10%,27%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C3-991_031510,08MA-005.gac,27,F,0,OR3327f14,OR3327f14,#N/A,#N/A,0.02,59%,12%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C4-992_031510,08MA-005.gac,27,F,0,OR3370f16,OR3370f16,#N/A,#N/A,0.03,55%,11%,33%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C5-993_031510,08MA-005.gac,27,M,0,OR3454m21,OR3454m21,#N/A,#N/A,0.03,57%,11%,32%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C6-994_031510,08MA-005.gac,27,M,0,OR3480m18,OR3480m18,#N/A,#N/A,0.03,57%,11%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C7-995_031510,08MA-005.gac,27,M,0,OR3513m19,OR3513m19,#N/A,#N/A,0.04,56%,12%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C8-996_031510,08MA-005.gac,27,M,0,OR3564m15,OR3564m15,#N/A,#N/A,0.03,60%,10%,30%,0.1%,0.2%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C9-997_031510,08MA-005.gac,27,F,0,OR3612f16,OR3612f16,#N/A,#N/A,0.02,58%,11%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D1-1001_031510,08MA-005.gac,27,F,0,OR5078f104,OR5078f104,#N/A,#N/A,0.03,56%,12%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D10-1010_031510,08MA-005.gac,27,F,0,OR5516f101,OR5516f101,#N/A,#N/A,0.04,57%,10%,33%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D11-1011_031510,08MA-005.gac,27,F,0,OR5549f101,OR5549f101,#N/A,#N/A,0.03,60%,10%,29%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D12-1012_031510,08MA-005.gac,27,M,0,OR5571m105,OR5571m105,#N/A,#N/A,0.04,61%,11%,28%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D2-1002_031510,08MA-005.gac,27,F,0,OR5087f102,OR5087f102,#N/A,#N/A,0.02,58%,12%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D3-1003_031510,08MA-005.gac,27,F,0,OR5140f102,OR5140f102,#N/A,#N/A,0.05,61%,8%,30%,0.1%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D4-1004_031510,08MA-005.gac,27,F,0,OR5156f103,OR5156f103,#N/A,#N/A,0.03,61%,10%,28%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D5-1005_031510,08MA-005.gac,27,F,0,OR5232f101,OR5232f101,#N/A,#N/A,0.02,59%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D6-1006_031510,08MA-005.gac,27,M,0,OR5260m104,OR5260m104,#N/A,#N/A,0.03,59%,9%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D7-1007_031510,08MA-005.gac,27,M,0,OR5291m105,OR5291m105,#N/A,#N/A,0.03,58%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D8-1008_031510,08MA-005.gac,27,F,0,OR5327f102,OR5327f102,#N/A,#N/A,0.01,63%,8%,28%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D9-1009_031510,08MA-005.gac,27,F,0,OR5467f102,OR5467f102,#N/A,#N/A,0.02,57%,12%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A1-1013_032210,08MA-005.gac,28,F,0,OR5584f101,OR5584f101,#N/A,#N/A,0.02,56%,12%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A10-1022_032210,08MA-005.gac,28,F,0,OR3041f16,OR3041f16,#N/A,#N/A,0.01,61%,10%,28%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A11-1023_032210,08MA-005.gac,28,F,0,OR3066f16,OR3066f16,#N/A,#N/A,0.04,58%,10%,32%,0.3%,0.5%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A2-1014_032210,08MA-005.gac,28,F,0,OR3067f16,OR3067f16,#N/A,#N/A,0.02,60%,9%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A3-1015_032210,08MA-005.gac,28,M,0,OR3080m14,OR3080m14,#N/A,#N/A,0.02,60%,10%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A4-1016_032210,08MA-005.gac,28,F,0,OR3140f18,OR3140f18,#N/A,#N/A,0.01,61%,9%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A5-1017_032210,08MA-005.gac,28,F,0,OR5067f102,OR5067f102,#N/A,#N/A,0.04,58%,11%,30%,0.6%,0.7%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A6-1018_032210,08MA-005.gac,28,F,0,OR5154f101,OR5154f101,#N/A,#N/A,0.02,60%,11%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A7-1019_032210,08MA-005.gac,28,M,0,OR5370m104,OR5370m104,#N/A,#N/A,0.03,59%,9%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A8-1020_032210,08MA-005.gac,28,M,0,OR5513m106,OR5513m106,#N/A,#N/A,0.04,61%,10%,29%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A9-1021_032210,08MA-005.gac,28,F,0,OR3011f17,OR3011f17,#N/A,#N/A,0.02,58%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B1-1024_032210,08MA-005.gac,28,F,0,OR3076f15,OR3076f15,#N/A,#N/A,0.02,61%,9%,29%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B10-1033_032210,08MA-005.gac,28,F,0,OR5066f101,OR5066f101,#N/A,#N/A,0.03,57%,11%,32%,0.3%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B11-1034_032210,08MA-005.gac,28,M,0,OR5180m107,OR5180m107,#N/A,#N/A,0.02,59%,11%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B2-1025_032210,08MA-005.gac,28,F,0,OR3087f17,OR3087f17,#N/A,#N/A,0.04,59%,9%,31%,0.4%,0.6%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B3-1026_032210,08MA-005.gac,28,M,0,OR3180m19,OR3180m19,#N/A,#N/A,0.03,61%,8%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-1027_032210,08MA-005.gac,28,F,0,OR3454f17,OR3454f17,#N/A,#N/A,0.03,59%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-1028_032210,08MA-005.gac,28,F,0,OR3513f16,OR3513f16,#N/A,#N/A,0.04,59%,10%,29%,0.6%,0.7%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-1029_032210,08MA-005.gac,28,M,0,OR3546m19,OR3546m19,#N/A,#N/A,0.02,60%,10%,29%,0.1%,0.3%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-1030_032210,08MA-005.gac,28,F,0,OR3564f14,OR3564f14,#N/A,#N/A,0.03,55%,12%,33%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-1031_032210,08MA-005.gac,28,F,0,OR3584f19,OR3584f19,#N/A,#N/A,0.02,59%,9%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B9-1032_032210,08MA-005.gac,28,M,0,OR5009m107,OR5009m107,#N/A,#N/A,0.03,58%,9%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C1-1035_032210,08MA-005.gac,28,F,0,OR5291f103,OR5291f103,#N/A,#N/A,0.02,58%,11%,30%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C10-1044_032210,08MA-005.gac,28,F,0,OR5513f103,OR5513f103,#N/A,#N/A,0.03,58%,10%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C11-1045_032210,08MA-005.gac,28,M,0,OR5564m104,OR5564m104,#N/A,#N/A,0.02,59%,11%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C12-1046_032210,08MA-005.gac,28,M,0,OR3009m21,OR3009m21,#N/A,#N/A,0.03,60%,9%,30%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C2-1036_032210,08MA-005.gac,28,M,0,OR5344m102,OR5344m102,#N/A,#N/A,0.02,57%,12%,31%,0.1%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C3-1037_032210,08MA-005.gac,28,F,0,OR5546f101,OR5546f101,#N/A,#N/A,0.02,59%,9%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C4-1038_032210,08MA-005.gac,28,F,0,OR5571f101,OR5571f101,#N/A,#N/A,0.02,62%,9%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C5-1039_032210,08MA-005.gac,28,F,0,OR5594f103,OR5594f103,#N/A,#N/A,0.05,56%,11%,32%,0.8%,0.7%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C6-1040_032210,08MA-005.gac,28,F,0,OR3480f15,OR3480f15,#N/A,#N/A,0.03,61%,9%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C7-1041_032210,08MA-005.gac,28,F,0,OR5061f104,OR5061f104,#N/A,#N/A,0.05,56%,11%,33%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C8-1042_032210,08MA-005.gac,28,F,0,OR5260f103,OR5260f103,#N/A,#N/A,0.04,57%,11%,32%,0.1%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C9-1043_032210,08MA-005.gac,28,F,0,OR5370f102,OR5370f102,#N/A,#N/A,0.02,60%,9%,31%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D1-1047_032210,08MA-005.gac,28,F,0,OR3080f12,OR3080f12,#N/A,#N/A,0.03,63%,9%,27%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D10-1056_032210,08MA-005.gac,28,F,0,OR5344f101,OR5344f101,#N/A,#N/A,0.04,56%,12%,32%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D11-1057_032210,08MA-005.gac,28,F,0,OR5041f102,OR5041f102,#N/A,#N/A,0.03,57%,11%,31%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D12-1058_032210,08MA-005.gac,28,F,0,OR5076f102,OR5076f102,#N/A,#N/A,0.04,60%,10%,29%,0.2%,0.4%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D2-1048_032210,08MA-005.gac,28,F,0,OR3260m19,OR3260m19,#N/A,#N/A,0.04,55%,12%,33%,0.1%,0.3%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D3-1049_032210,08MA-005.gac,28,M,0,OR3546f18,OR3546f18,#N/A,#N/A,0.04,59%,10%,30%,0.1%,0.3%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D4-1050_032210,08MA-005.gac,28,F,0,OR3180f16,OR3180f16,#N/A,#N/A,0.04,57%,10%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D5-1051_032210,08MA-005.gac,28,M,0,OR3232m18,OR3232m18,#N/A,#N/A,0.03,60%,9%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D6-1052_032210,08MA-005.gac,28,M,0,OR3516m21,OR3516m21,#N/A,#N/A,0.03,57%,11%,32%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D7-1053_032210,08MA-005.gac,28,F,0,OR5009f103,OR5009f103,#N/A,#N/A,0.03,54%,11%,34%,0.2%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D8-1054_032210,08MA-005.gac,28,M,0,OR5041m105,OR5041m105,#N/A,#N/A,0.03,60%,11%,29%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D9-1055_032210,08MA-005.gac,28,M,0,OR5076m103,OR5076m103,#N/A,#N/A,0.04,59%,11%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-1073_042710,08MA-005.gac,29A,M,0,OR5211m106,OR5211m106,#N/A,#N/A,0.01,61%,11%,28%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-1074_042710,08MA-005.gac,29A,M,0,OR5560m106,OR5560m106,#N/A,#N/A,0.02,58%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D4-1096_042710,08MA-005.gac,29A,F,0,OR3560f11,OR3560f11,#N/A,#N/A,0.01,60%,10%,30%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D5-1097_042710,08MA-005.gac,29A,F,0,OR5158f101,OR5158f101,#N/A,#N/A,0.01,59%,10%,31%,0.1%,0.3%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
